emp_no,first_name,last_name,title,salary
272709,Denny,Rodier,Senior Engineer,40000
272720,Yuguang,Carrere,Engineer,49915
272726,Marsha,Eppinger,Senior Staff,82979
272727,Adam,Shiratori,Technique Leader,40000
272732,Moss,Henders,Engineer,56358
272742,Zhensheng,Engberts,Senior Engineer,40000
272755,Shrikanth,Butterworth,Senior Staff,54924
272762,Kokou,Kamber,Senior Staff,56061
272766,Bodh,Kilgore,Senior Engineer,46713
272767,Jongsuk,Schwartzburd,Senior Staff,84863
272769,Shaunak,Huxford,Senior Staff,83143
272774,Dipankar,Krychniak,Senior Staff,56979
272781,Kwan,Shinomoto,Senior Engineer,62003
272783,Babette,Kulisch,Senior Staff,40000
272786,Vesna,Loncour,Senior Engineer,50754
272802,Marko,Peek,Senior Engineer,43147
272806,Tomokazu,Marrakchi,Staff,55607
272808,Kerryn,Jansen,Senior Staff,40000
272813,Abdelwaheb,Chinal,Engineer,40000
272816,Gita,Litvinov,Senior Staff,71392
272817,Lijia,Maginnis,Senior Engineer,53261
272818,Mong,Eiron,Technique Leader,40685
272819,Naftali,Aloia,Senior Engineer,51326
272820,Kwan,Wuwongse,Assistant Engineer,55897
272831,Augustine,Mapelli,Senior Staff,91198
272832,Nahid,Zizka,Engineer,47461
272848,Kazuhira,Silva,Senior Staff,70300
272850,Hugh,Veldwijk,Staff,55313
272856,Moss,Danner,Engineer,66401
272857,Yuqun,Theuretzbacher,Senior Engineer,40000
272861,Gonzalo,Angelopoulos,Senior Engineer,40000
272870,Branimir,Krogh,Senior Engineer,41957
272881,Moriyoshi,Szmurlo,Senior Staff,51865
272887,Baziley,Acton,Engineer,40000
272895,Berna,Hertweck,Engineer,40000
272930,Sasan,Hoogerwoord,Senior Staff,63077
272934,Xumin,Senzako,Senior Staff,42876
272937,Utpal,Champarnaud,Engineer,40000
272943,Temple,Gewali,Senior Staff,81125
272957,Rafols,Jonsson,Engineer,40000
272961,Prodip,Danner,Senior Staff,40000
272963,Berthier,Berztiss,Senior Engineer,40000
272972,Rafael,Conia,Engineer,40000
272976,Augustine,Hiraishi,Staff,50778
272988,Guttorm,Gyorkos,Senior Staff,90733
272991,Heejo,Gerlach,Senior Engineer,53226
273004,Sedat,Brlek,Engineer,54215
273007,Yuqun,Ghemri,Senior Engineer,40000
273013,Taisook,Rodiger,Senior Staff,47310
273015,Parviz,Blokdijk,Senior Staff,59446
273023,Masasuke,Francisci,Senior Engineer,64217
273025,Petter,Preusig,Technique Leader,40000
273032,Jongsuk,Miyakawa,Senior Engineer,49815
273033,Caolyn,Argence,Senior Engineer,40000
273037,Hongzue,Bernini,Senior Staff,40000
273048,Jaihie,Oehlmann,Senior Engineer,51058
273049,Luisa,Poupard,Senior Staff,46668
273052,Lihong,Gajiwala,Assistant Engineer,53626
273053,Jiong,Hofstetter,Senior Engineer,69235
273060,Kitty,Riefers,Engineer,40675
273063,Tsz,Zuberek,Senior Staff,65578
273065,Vasiliy,Luff,Engineer,63605
273074,Shushma,Constantine,Senior Engineer,40000
273075,Nagui,Kuszyk,Technique Leader,40000
273081,Tsuneo,Hinsberger,Senior Staff,40000
273084,IEEE,Gulla,Staff,40000
273092,Snehasis,Hoogerwoord,Senior Engineer,49004
273095,Souichi,dAstous,Senior Staff,55030
273097,Fumiya,Hoppenstand,Engineer,40000
273098,Ronghao,Viele,Engineer,40000
273102,Spyrose,Goodrum,Engineer,40000
273109,Demos,Linnainmaa,Staff,92915
273113,Mihalis,Rosay,Senior Engineer,55100
273128,Xianlong,Schwabacher,Senior Engineer,56013
273132,Dmitry,Munro,Senior Engineer,40538
273138,Mizuhito,Rebaine,Senior Staff,56094
273155,Ung,Loncour,Senior Engineer,40000
273158,Kristinn,McClurg,Senior Engineer,40000
273162,Jayesh,Trachtenberg,Staff,68208
273173,Maha,Farris,Senior Staff,55416
273181,Etsuo,Isard,Senior Engineer,40000
273196,Heeju,Honiden,Staff,40000
273213,Masako,Sommen,Senior Staff,40691
273216,Tristan,Cannata,Senior Engineer,40000
273218,Adel,Picci,Staff,113449
273219,Arlette,Zirintsis,Staff,48058
273235,Ramya,Ernst,Senior Staff,40449
273238,Yefim,Kamble,Staff,79600
273240,Cordelia,Brendel,Senior Staff,40000
273242,Jianhao,Straney,Staff,62486
273250,Martien,Nergos,Staff,57924
273255,Neven,Haumacher,Senior Staff,40000
273277,Renny,Douceur,Senior Staff,82871
273285,Mabhin,Beetstra,Technique Leader,79091
273291,Dante,Cullers,Staff,57108
273292,Rance,Conde,Senior Staff,56787
273293,Koldo,Gornas,Senior Engineer,53784
273296,Tokuyasu,Journel,Engineer,40000
273300,Tzu,Katiyar,Engineer,40000
273306,Ziyad,Otillio,Technique Leader,40000
273311,Domenico,Garnier,Senior Staff,93636
273318,Baoqiu,Marrakchi,Staff,53519
273322,Jaana,Lagarias,Senior Staff,40000
273323,Toshiko,Masand,Senior Engineer,47387
273329,Fumiyo,Scharstein,Staff,65915
273339,Mayuko,Luff,Engineer,51363
273343,Elzbieta,Comyn,Senior Staff,49980
273352,Sanjay,Molenkamp,Senior Engineer,46004
273360,Kellie,Bade,Senior Engineer,43634
273367,Shalesh,Munawer,Senior Engineer,47424
273370,Subhada,Ranze,Senior Staff,40000
273383,Ekawit,Marsiglia,Senior Staff,41427
273384,Arra,Terkki,Staff,59942
273395,Mabhin,Jahnichen,Senior Engineer,40000
273399,Shalesh,Lovengreen,Senior Engineer,46153
273409,Nectarios,Camarinopoulos,Senior Staff,40000
273411,Tetsushi,Fabrizio,Staff,72324
273422,Roded,Encarnacion,Senior Engineer,40000
273425,Martina,Bottner,Senior Engineer,47163
273444,Toshimori,Zallocco,Staff,74820
273475,Peternela,Baig,Engineer,50032
273477,Shaowen,Validov,Senior Engineer,63003
273491,Tsz,Pappas,Engineer,40000
273495,Kristen,Frijda,Senior Engineer,40000
273497,Mantis,Birdsall,Senior Staff,59908
273527,IEEE,Kolinko,Senior Staff,48516
273532,Sivanarayana,Bonifati,Senior Staff,77316
273537,Djelloul,Georg,Staff,40000
273549,Sastry,Paludetto,Senior Engineer,40000
273561,Susanne,McAffer,Senior Engineer,54411
273571,Dannz,Pokrovskii,Technique Leader,86813
273578,Giao,Saoudi,Senior Staff,42340
273579,Dhritiman,Salvesen,Technique Leader,40000
273593,Ranga,Tyugu,Senior Engineer,40000
273594,Bernd,Huttel,Technique Leader,40000
273627,Mabo,Harnett,Senior Engineer,46883
273631,Richara,Perfilyeva,Staff,69661
273638,Chikara,Farrar,Engineer,40000
273639,Aron,Veeraraghavan,Staff,40000
273645,Jovan,Bultermann,Senior Engineer,40000
273652,Susanta,Fujisaki,Senior Staff,47926
273653,Christfried,Nastansky,Senior Staff,55169
273654,Taegyun,Reinhart,Senior Staff,44048
273657,Jouko,Hashii,Technique Leader,40000
273663,Bartek,Ananiadou,Senior Staff,88441
273679,Valeska,Lieberherr,Staff,78450
273684,Mokhtar,Bolotov,Engineer,45352
273688,Kish,Lienhardt,Staff,89538
273711,Kensyu,Rodier,Senior Staff,40725
273721,Kazuhisa,Wegerle,Staff,61132
273738,Karsten,Vakili,Senior Staff,83543
273739,Arnd,Stamatiou,Senior Staff,70208
273740,Youpyo,Cannata,Senior Staff,55400
273742,Rildo,Armand,Senior Engineer,40000
273745,Tristan,Cusworth,Senior Staff,68322
273749,Youssef,Standera,Senior Engineer,49766
273754,Kristin,Chartres,Staff,60621
273762,Masoud,Schaap,Engineer,40000
273764,Chrisa,Yurov,Technique Leader,40000
273771,Sudhanshu,Perri,Senior Engineer,59003
273773,Fan,Seuren,Senior Staff,40000
273778,Maik,Landherr,Senior Staff,55474
273782,Shooichi,Kornyak,Senior Staff,65047
273789,Mona,Sewelson,Senior Engineer,52681
273791,Fumitaka,Chelton,Senior Engineer,43166
273795,Jianhao,Lorho,Senior Engineer,43773
273799,Mandell,Schaar,Staff,59219
273825,Demin,Navazio,Senior Engineer,41613
273829,Marsja,Murtafg,Senior Engineer,55491
273840,Sasan,Laventhal,Senior Engineer,53918
273861,Honesty,Emmart,Senior Engineer,72083
273864,Isaac,Perelgut,Senior Staff,46861
273882,Aris,Hofstetter,Engineer,40000
273894,Shalesh,Giaccio,Senior Staff,79985
273900,Jianhui,Waleschkowski,Senior Engineer,60881
273928,Ramachenga,Irland,Staff,40000
273929,Dharmaraja,Garrabrants,Senior Engineer,40000
273936,Heon,Kawashima,Senior Staff,40000
273942,Ayakannu,Boissier,Senior Engineer,44907
273945,Aruna,Rijckaert,Senior Staff,40000
273949,Maik,Cappello,Senior Engineer,43677
273952,Nahla,Braccini,Technique Leader,40000
273963,Ewing,Binding,Senior Engineer,40000
273964,Nathan,Ratnaker,Technique Leader,50294
273972,Danae,Conta,Senior Engineer,40000
273981,Gunilla,Bratsberg,Senior Engineer,49977
273982,Jeanne,Stassinopoulos,Technique Leader,41956
273986,Hilari,Randi,Senior Staff,40000
273987,Emran,Halloran,Senior Engineer,46484
273997,Yechiam,Braunschweig,Senior Staff,70325
274008,Khalid,Trystram,Senior Staff,49573
274011,Breannda,Mawatari,Senior Staff,48022
274029,Xiong,Randt,Staff,71066
274033,Pranjal,Schwabacher,Assistant Engineer,40000
274044,Yuchang,Erni,Senior Engineer,55056
274049,Gill,Rohrbach,Senior Staff,40000
274058,Sachin,Siegrist,Staff,92084
274064,Nevio,Rande,Senior Staff,47563
274066,Navin,Aloisi,Senior Staff,65483
274068,Yuuichi,Arlazarov,Senior Staff,50039
274078,IEEE,Moffat,Senior Engineer,44433
274083,Aram,Paciorek,Senior Engineer,40000
274084,Bernice,Luon,Senior Engineer,43272
274085,Bader,Schmezko,Senior Engineer,44540
274087,Mari,Olano,Engineer,48955
274091,Elvia,Angel,Staff,58362
274106,Leon,Herber,Staff,63643
274118,Kinh,Srimani,Senior Staff,40000
274135,Amabile,Luit,Senior Engineer,40856
274152,KayLiang,Krupka,Engineer,40000
274155,Supot,Schaar,Senior Staff,57990
274161,True,Szilard,Senior Staff,40000
274168,Kensyu,Clouatre,Senior Engineer,40000
274174,Guiseppe,Walston,Staff,52534
274179,Boalin,Rahier,Senior Engineer,60406
274197,Geoffrey,Randi,Senior Staff,91290
274199,Kotesh,Dengi,Assistant Engineer,40000
274225,Fumitaka,Fioravanti,Engineer,40337
274227,Chenxi,Gniady,Senior Staff,67739
274238,Geraldo,Kumaresan,Engineer,50234
274245,Jaroslava,Baalen,Staff,40000
274262,Cedric,Scallan,Technique Leader,40000
274269,Macha,Nitto,Senior Engineer,54497
274272,Persi,Conia,Senior Staff,67916
274274,Marlo,Kaiser,Staff,40000
274279,Spyrose,Grandbois,Staff,85819
274290,Tsuneo,Birke,Senior Engineer,46369
274303,Val,Gustavson,Engineer,58072
274308,Ramalingam,Lieberherr,Engineer,59294
274319,Sanjay,Gammage,Senior Engineer,43377
274325,Akemi,Conti,Senior Staff,40000
274326,Bernice,Cools,Engineer,40000
274333,Ramya,Kampfer,Senior Engineer,40000
274342,Mihalis,Baca,Senior Staff,84500
274349,Lubomir,Wilfing,Senior Staff,40000
274352,Spyrose,Barbanera,Staff,55785
274360,Shuzo,Oskamp,Senior Engineer,40000
274363,Dannz,Alvarado,Senior Engineer,59159
274366,Heng,Rassart,Senior Engineer,56323
274372,Herbert,Atrawala,Senior Engineer,54544
274377,Clyde,Juneja,Senior Engineer,40000
274380,Christoper,Motley,Senior Staff,74247
274381,Chirstian,Hemaspaandra,Engineer,44640
274390,Marsja,Salinas,Staff,48190
274392,Matt,Schrooten,Staff,40000
274393,Uno,Thebaut,Engineer,51308
274401,Inderjeet,Demos,Senior Staff,44481
274413,Stamatina,Valtorta,Senior Engineer,40000
274420,Tomofumi,Neiman,Senior Staff,40000
274428,Lenore,Savasere,Senior Staff,51882
274436,Brewster,Zockler,Senior Staff,86796
274444,Giri,Qiwen,Senior Staff,59911
274445,Danai,Kriebel,Engineer,40000
274462,Mamdouh,Leonhardt,Senior Staff,50690
274463,Uli,Glowinski,Senior Engineer,40000
274465,Leszek,Stenning,Technique Leader,69665
274468,Gaurav,Gurbaxani,Staff,98011
274489,Dhritiman,Gulak,Technique Leader,40000
274496,Danae,Boguraev,Technique Leader,65770
274511,Stafford,Pews,Engineer,40000
274514,Kersti,Rijckaert,Senior Engineer,59253
274519,Remmert,Farrel,Senior Staff,64785
274523,Mani,Cronin,Senior Engineer,45121
274543,Teruyuki,Marrakchi,Senior Staff,69666
274554,Sakthirel,Rattan,Senior Engineer,56199
274570,Zijian,Rodham,Engineer,64760
274572,Barton,Restivo,Staff,40000
274576,Krassimir,Benzaken,Senior Staff,40000
274584,Dayanand,Pelz,Engineer,44861
274585,Aleksandar,Itzfeldt,Senior Staff,50350
274586,Masali,Rodite,Senior Staff,53478
274596,Roddy,Simkin,Senior Staff,79183
274598,Terresa,Gischer,Staff,44476
274612,Bodh,Masaki,Senior Staff,64136
274621,Baoqiu,Falco,Senior Engineer,40000
274624,Fun,Serna,Technique Leader,52377
274627,Ibibia,Cooke,Senior Engineer,40504
274646,Sanjeeva,Frijda,Senior Staff,48635
274658,Sushant,Henseler,Engineer,63069
274659,Alain,Dichev,Staff,74820
274673,Sandeepan,Shumilov,Engineer,40000
274676,Niteen,Mondadori,Engineer,40000
274689,Youssef,Kisuki,Senior Engineer,40000
274690,Wuxu,Paludetto,Staff,42620
274706,Xiaoqiu,Thimonier,Staff,56651
274711,Akemi,Baig,Staff,79025
274713,Chiranjit,Krychniak,Engineer,40000
274721,Magdalena,Strooper,Technique Leader,40000
274725,Aral,Molenkamp,Engineer,40000
274729,Manibrata,Glinert,Senior Engineer,58984
274731,Babette,Landherr,Senior Staff,51765
274732,Oguz,Whitcomb,Senior Engineer,60379
274735,Noritoshi,Haldar,Senior Staff,63733
274742,Sadok,Demos,Senior Engineer,52835
274757,Jiann,Pettis,Senior Staff,66163
274764,Dharmaraja,Pepe,Technique Leader,40000
274765,Srinidhi,Baranowski,Senior Engineer,40000
274767,Yuuichi,Gubsky,Senior Engineer,50660
274769,Lorien,Etalle,Technique Leader,41836
274772,Palash,Busillo,Senior Staff,50299
274785,Sandeepan,Krohn,Senior Staff,77694
274790,Ennio,DuBourdieux,Staff,51127
274794,Nitsan,Hertweck,Engineer,49778
274820,Kyoichi,Naudin,Senior Engineer,40000
274825,Kwangyoen,Demke,Senior Staff,40000
274832,Kristof,Sidhu,Staff,88950
274838,Katsuyuki,Petereit,Staff,44842
274842,Phillip,Dredge,Technique Leader,56597
274846,Poornachandra,Krohm,Staff,73592
274856,Fayez,Weedman,Staff,65798
274857,Fayez,Luce,Senior Staff,40000
274858,Jayesh,Standera,Senior Engineer,40000
274869,Nadjib,Bressoud,Technique Leader,40000
274879,Kwangho,Skafidas,Engineer,51486
274884,Chiradeep,Ramras,Staff,64506
274886,Kaijung,Kaminger,Staff,40000
274898,Qiwen,Deyuan,Senior Engineer,43323
274904,Makato,Auria,Engineer,44826
274907,Weiwu,Msuda,Senior Staff,68277
274925,Sadun,Meriste,Senior Engineer,40000
274930,Vojin,Steinauer,Engineer,53025
274935,Christoper,Cannane,Staff,40000
274971,Alper,Kitsuregawa,Senior Engineer,49406
274976,Godehard,Otillio,Senior Engineer,58131
274980,Sahrah,Slobodova,Senior Staff,63838
274984,Tesuya,Marshall,Senior Staff,53151
274985,Alagu,Emmerich,Senior Engineer,57279
274993,Sanjai,Cardazo,Senior Staff,40000
274994,Tru,Casperson,Senior Staff,72901
274996,Abdelghani,Fioravanti,Senior Engineer,40000
274998,Shigeaki,Barvinok,Technique Leader,40000
275002,Hercules,Yurek,Engineer,48898
275008,Rosine,Perl,Senior Engineer,40000
275009,Kwun,Rettelbach,Staff,40570
275011,Leen,Wallrath,Senior Staff,60017
275014,Herb,Kolvik,Senior Staff,56231
275026,Oguz,Tzvieli,Assistant Engineer,40000
275027,Sham,Bolotov,Senior Engineer,51128
275032,Horward,Rubsam,Technique Leader,40000
275035,Kasidit,Benner,Senior Staff,52416
275037,Dmitry,Spelt,Senior Staff,65346
275048,Nidapan,Gniady,Senior Engineer,40000
275054,Girolamo,Butterworth,Senior Engineer,48453
275070,Yongdong,Maccarone,Engineer,40000
275088,Hilary,Kieras,Senior Engineer,44767
275092,Remko,Schmiedel,Senior Engineer,40000
275099,Saeed,Dalton,Senior Engineer,63087
275100,Hisao,Lung,Senior Engineer,60105
275102,Mabry,Shiratori,Engineer,63838
275106,Unal,Muhling,Senior Engineer,40000
275110,Pradeep,McConalogue,Senior Engineer,65350
275115,Vitali,Huttel,Technique Leader,55191
275126,Abdelkader,Dichev,Senior Staff,56868
275138,Mona,Oxenboll,Senior Engineer,40748
275139,Qingxiang,dAstous,Technique Leader,53843
275144,Taegyun,Varman,Senior Engineer,41226
275155,Kazuhiko,Kampfer,Staff,40000
275160,Raimond,Rusmann,Staff,56657
275165,Nathan,Muchinsky,Senior Staff,82387
275166,Hairong,Vieri,Senior Engineer,57670
275182,Poornachandra,Engberts,Senior Engineer,78472
275189,Sachar,Katzenelson,Engineer,45637
275200,Lucian,Angel,Senior Staff,40000
275207,Gad,Scharstein,Senior Staff,85353
275211,Mong,Veccia,Staff,63654
275220,Jiafu,Rabejac,Senior Engineer,40000
275236,Marsja,Pepe,Senior Staff,52438
275256,Gudjon,Emmart,Senior Engineer,43348
275258,Chuanti,Dayana,Senior Staff,74212
275266,Arve,Vernadat,Staff,63826
275270,Mountaz,Hettesheimer,Technique Leader,41980
275275,Shmuel,Pileggi,Engineer,40000
275285,Mana,Aingworth,Technique Leader,44323
275292,Hsiangchu,Malinowski,Senior Engineer,40000
275293,Gadiel,Orsini,Engineer,67462
275296,Halsur,Francisci,Engineer,40000
275308,Samphel,Chinin,Senior Staff,72459
275309,Jessie,Muchinsky,Engineer,50289
275313,Serge,Keustermans,Senior Staff,45798
275319,Mani,Vadhan,Staff,44383
275325,Oscal,Sigstam,Engineer,54842
275347,Parke,Spinelli,Senior Staff,85607
275348,Woody,Gist,Staff,74117
275352,Sanjoy,Kalloufi,Senior Staff,40000
275356,Shuho,Halevi,Engineer,40000
275359,Fabrizio,Suri,Senior Staff,86215
275364,Nishit,Muntz,Staff,40000
275372,Xuejia,Danecki,Senior Engineer,49344
275374,Salvador,Samarati,Senior Engineer,40000
275378,Vatsa,Heyers,Technique Leader,40000
275386,Parke,Lortz,Staff,83406
275393,Geoff,Kushnir,Senior Engineer,47846
275403,Fei,Farrag,Technique Leader,63360
275405,Tua,Leivant,Senior Staff,43112
275407,Florina,Beutelspacher,Senior Engineer,40000
275410,Marin,Businaro,Senior Staff,40000
275412,Elvia,Billawala,Staff,73718
275421,King,Cooley,Senior Staff,79820
275428,Bernd,Onuegbe,Senior Staff,48970
275435,Fumiya,Gluchowski,Senior Staff,54675
275447,Denny,Begiun,Senior Engineer,40000
275448,Yongqiao,Felder,Senior Staff,50103
275449,Ronghao,Lambe,Technique Leader,53607
275460,Zine,Egerstedt,Engineer,46022
275466,Danco,Puoti,Senior Engineer,54370
275467,Takahiro,Eiter,Senior Engineer,64030
275469,Arne,Borstler,Senior Engineer,41361
275477,Prasadram,Vigier,Engineer,40000
275487,Chaosheng,Bolsens,Senior Engineer,51896
275504,Aluzio,Bahi,Engineer,52126
275509,Lobel,Beznosov,Senior Staff,84660
275517,Sungwon,Kambil,Senior Staff,40000
275531,Doohun,Macedo,Senior Engineer,52385
275532,Denis,Katiyar,Staff,40000
275533,Takanari,Muhling,Senior Staff,72289
275534,Troy,Oxman,Senior Staff,48146
275539,Ebru,Michaels,Staff,63553
275542,Magy,Assaf,Staff,40000
275545,Dinkar,Mitina,Senior Engineer,46637
275546,Gay,DuCasse,Staff,40000
275549,LiMin,Usdin,Senior Engineer,40000
275555,Rosita,Merle,Engineer,50810
275564,Mrinalini,Figueira,Senior Staff,66178
275566,Maja,Birrer,Senior Engineer,40000
275568,Uwe,Bottner,Senior Engineer,40000
275569,Szabolcs,Pluym,Engineer,40000
275579,Joydip,Llado,Senior Staff,102442
275581,Honglan,Azulay,Staff,40000
275582,Goh,Khalil,Engineer,40000
275583,Lein,Przulj,Engineer,54011
275584,Stafford,Landherr,Engineer,40000
275602,Gil,Ulupinar,Engineer,46916
275603,Siddarth,Rehfuss,Senior Engineer,65064
275606,Stamatina,Alpay,Senior Engineer,40000
275607,Jaihie,Ligten,Senior Engineer,60635
275617,Khalid,Barbanera,Senior Staff,43835
275622,Ennio,Emiris,Technique Leader,53289
275641,Oldrich,Ulupinar,Senior Engineer,50413
275643,Premsyl,Setiz,Senior Staff,57015
275648,Shaz,Marchegay,Senior Engineer,49054
275665,Ibibia,Rodiger,Senior Staff,64300
275675,Hitomi,Shanbhogue,Senior Engineer,40000
275678,Josyula,Luit,Technique Leader,41864
275688,Arno,Mamelak,Senior Staff,90045
275692,Arfst,Soloway,Senior Staff,80766
275700,Jacopo,Henseler,Senior Staff,44067
275701,Mads,Gerteisen,Senior Staff,75829
275706,Arfst,Mandell,Senior Engineer,59173
275707,Junsik,Skrikant,Staff,79590
275710,Abdelwaheb,Hofmeyr,Senior Staff,51041
275712,Sverrir,Karnin,Technique Leader,50336
275721,Shigeichiro,Farrar,Senior Engineer,50840
275722,Supot,Tsunoo,Senior Engineer,40000
275729,Yunming,Gargeya,Engineer,47894
275754,Debatosh,Rosaz,Senior Staff,83874
275757,Foong,Peron,Senior Engineer,47953
275770,Udaiprakash,Chaudhury,Senior Engineer,45687
275775,Dung,Oppitz,Senior Staff,40000
275792,Martine,Camarinopoulos,Senior Engineer,41193
275803,Jaroslava,Erdmenger,Technique Leader,40000
275809,Leni,Karlin,Assistant Engineer,40000
275814,Hilary,Jording,Technique Leader,54926
275816,Rosalyn,Kavvadias,Senior Staff,55026
275821,Petter,Ghelli,Engineer,68892
275823,Boaz,Kilgore,Senior Engineer,40858
275834,Martial,Yamaashi,Engineer,50032
275837,Claude,Colorni,Senior Engineer,40000
275839,Mang,Gomatam,Staff,71738
275848,Vivian,Sgarro,Senior Engineer,44160
275854,Szabolcs,Kavraki,Senior Engineer,41386
275873,Tuval,Haumacher,Senior Staff,40000
275883,Kasidit,Cunliffe,Engineer,51907
275890,Juyoung,Beutelspacher,Senior Engineer,53177
275893,Jouni,Erev,Staff,44734
275911,Mayuri,Cronan,Senior Engineer,46166
275920,Alselm,Luce,Senior Staff,57863
275930,Nagui,Rosis,Senior Engineer,49263
275932,Mantis,Millington,Senior Staff,73157
275954,Shahid,Luan,Engineer,40000
275955,Domenick,Menhoudj,Senior Staff,40000
275957,Jaber,Poehlman,Staff,69614
275964,Dines,Shrader,Senior Engineer,49840
275966,Shawna,Esteva,Engineer,53865
275967,Uno,Conry,Senior Staff,65484
275980,Mostafa,Ponthieu,Senior Staff,85283
275983,Steve,Lueh,Engineer,45650
275988,Teiji,Kamber,Staff,77812
276002,Amabile,Albarhamtoshy,Senior Engineer,40000
276026,Toney,Meriste,Engineer,40000
276033,Vesna,Milicia,Staff,40000
276038,Yongqiao,Bellmore,Engineer,47125
276040,Luigi,Lagarias,Technique Leader,40000
276042,Valeska,Panangaden,Senior Engineer,40907
276046,Sanjai,Hartvigsen,Senior Staff,64857
276058,Shiv,Tchuente,Engineer,48872
276067,Jiann,Ressouche,Staff,64686
276072,Youjian,Bael,Senior Staff,63108
276088,Uma,Zastre,Senior Engineer,66286
276089,Achilleas,Goldhammer,Senior Engineer,54001
276098,Nathalie,Plesums,Senior Engineer,59492
276112,Halsur,Swist,Senior Engineer,40000
276113,Rosli,Griswold,Senior Staff,59460
276114,Moni,Zuberek,Engineer,65774
276117,Christfried,Buescher,Senior Staff,50474
276118,Sanjai,Schaft,Staff,57223
276120,Kazuhito,Peris,Senior Engineer,40000
276127,Hsiangchu,Broomell,Engineer,40000
276128,Mohan,Alvarado,Staff,83101
276140,Francesca,Ramsay,Staff,40000
276143,Vishv,Hedayat,Senior Staff,74853
276153,Kazuhito,Copas,Senior Staff,41491
276162,Erzsebet,Herbst,Senior Engineer,45224
276166,Qingxiang,DuBourdieux,Senior Engineer,59087
276178,Jacqueline,Gerlach,Senior Engineer,40000
276197,Anestis,Peha,Staff,40000
276225,Xianlong,Tokunaga,Senior Engineer,42262
276228,Seongbin,Bierbaum,Senior Engineer,40000
276240,Aamod,Kitsuregawa,Senior Engineer,40000
276242,Nikolaus,Itzigehl,Senior Engineer,40000
276244,Shigeichiro,Hofmeyr,Senior Engineer,71246
276254,Saddek,Kalorkoti,Senior Engineer,40554
276264,Marla,Decaestecker,Senior Staff,54425
276268,Souichi,Cmelik,Staff,40000
276272,Sverrir,Aloisi,Senior Staff,42317
276273,Anyuan,Kushnir,Senior Engineer,56929
276275,Denis,Nanard,Senior Staff,40000
276287,Weiru,Kropf,Senior Staff,85567
276294,Indrajit,Gecsei,Technique Leader,40000
276296,Tomoyuki,Munawer,Senior Engineer,50755
276299,Frazer,Bierman,Senior Engineer,40000
276317,Hausi,Iwayama,Engineer,40000
276344,Mana,Vieri,Assistant Engineer,40000
276345,Martijn,Orsini,Senior Staff,44937
276346,Zito,Chappelet,Senior Staff,93188
276355,Alejandro,Matzen,Engineer,56785
276359,Honesty,Soicher,Senior Engineer,49870
276364,Parviz,Leuchs,Senior Engineer,49364
276369,Alexius,Hardjono,Senior Staff,59112
276370,Kshitij,Menhoudj,Senior Engineer,40000
276377,Kinh,Delaune,Staff,40000
276381,Genki,Kirkerud,Technique Leader,52829
276389,Van,Hofman,Staff,64881
276395,Udo,Fujisaki,Engineer,44539
276405,Weiru,Guerreiro,Senior Staff,40000
276409,Mingsen,Cools,Senior Staff,54757
276412,Tadahiro,Cappello,Senior Engineer,59635
276415,Yannis,Segond,Senior Staff,62338
276416,Moon,Ishibashi,Staff,70276
276426,Christophe,Narahari,Technique Leader,62996
276437,Lein,Sabnani,Senior Staff,49716
276450,Sachin,Budinsky,Staff,47646
276451,Xiaoqiu,Riefers,Senior Staff,70445
276457,Oldrich,Hellwagner,Engineer,40000
276458,Christfried,Litvinov,Senior Staff,40000
276464,Guiseppe,Luks,Senior Engineer,63781
276466,Yucel,Vasanthakumar,Senior Engineer,52015
276468,Rosalie,DuCasse,Senior Staff,65998
276474,Arunachalam,Baba,Senior Staff,70886
276475,Susanne,Passino,Senior Engineer,53480
276476,Susuma,Kropf,Engineer,40000
276481,Joydip,Cyre,Staff,82272
276484,Limsoon,Flasterstein,Senior Engineer,45595
276494,Xiaopeng,Ermel,Senior Engineer,66983
276497,Valery,Schieder,Engineer,40000
276507,Remko,Masaki,Senior Staff,75293
276514,Zvonko,Ozery,Engineer,54021
276517,Kitty,Matzke,Technique Leader,51421
276528,Shushma,Setia,Staff,40000
276542,Leif,Pintelas,Senior Staff,40000
276543,Georg,Vanwelkenhuysen,Engineer,40000
276545,Uri,Mungall,Senior Engineer,40000
276597,Taegyun,Veldwijk,Senior Engineer,40600
276607,Shietung,Billingsley,Senior Engineer,44661
276619,Jasminko,Vickson,Senior Engineer,40927
276626,Baruch,Aseltine,Senior Engineer,44576
276640,Vidya,Gulik,Senior Engineer,56778
276643,Rosli,Stroustrup,Senior Engineer,40000
276646,Leni,Muniz,Staff,40000
276648,Mokhtar,Tetzlaff,Staff,68814
276659,Sedat,McAffer,Assistant Engineer,40000
276666,Kwok,Jeong,Senior Staff,40000
276670,Vasilis,Hegner,Senior Engineer,47569
276677,Danel,Kalafatis,Senior Engineer,56736
276681,Stabislas,Casperson,Senior Staff,71358
276683,Jingling,Shackel,Senior Engineer,40000
276685,Pradeep,Piveteau,Senior Staff,88043
276686,Reinhold,Solares,Senior Staff,53479
276705,Kristinn,Walston,Senior Engineer,48147
276715,Teiji,Castellani,Engineer,67846
276719,Kankanahalli,Cusworth,Engineer,40000
276739,Nevio,Birta,Senior Staff,62669
276740,Yaghout,Bharadwaj,Engineer,40000
276741,Ramya,Colorni,Technique Leader,40000
